day,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
205,17748960,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,3,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749020,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,3,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17749080,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,3,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749140,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,3,5,2,1,1,1,,,1,1,,,,1,1,,3,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749200,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,3,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749260,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,3,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749320,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,3,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749380,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749440,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749500,,1,1,,,,1,,1,1,,1,15,,1,116,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749560,,1,1,,,,1,,1,1,,1,15,,1,116,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17749620,,1,1,,,,1,,1,1,,1,15,,1,134,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17749680,,1,1,,,,1,,1,1,,1,15,,1,134,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17749740,,1,1,,,,1,,1,1,,1,15,,1,134,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,1,,,,,,,35,10,,,,1
205,17749800,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749860,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749920,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,3,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17749980,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,3,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17750040,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,3,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17750100,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17750160,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,3,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,2,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,3,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17750220,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,2,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17750280,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,2,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17750340,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17750400,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17750460,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17750520,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17750580,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,2,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17750640,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17750700,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,1,,,,,,,35,12,,,,1
205,17750760,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,11,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,2,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17750820,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,11,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17750880,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,11,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17750940,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,11,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,1,,,,,,,35,12,,,,1
205,17751000,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17751060,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17751120,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17751180,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,10,,,,1
205,17751240,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,2,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17751300,,1,1,,,,1,,1,1,,2,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,10,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17751360,,1,1,,,,1,,1,1,,2,15,,1,136,,1,,1,1,,,,,2,2,11,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,10,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17751420,,1,1,,,,1,,1,1,,2,15,,1,136,,1,,1,1,,,,,2,2,11,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,10,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17751480,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,11,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,10,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
205,17751540,,1,1,,,,1,,1,1,,1,15,,1,136,,1,,1,1,,,,,2,2,10,4,,,1,,,1,,,,1,4,1,,,,,1,1,1,,,1,1,,,,,,,,1,2,1,1,,1,11,7,2,,,1,1,24,12,,20,,,,,,,,,,,1,1,1,6,1,1,10,7,1,1,2,1,1,,1,,,,10,1,,1,5,,,,,,,,1,,,12,,,1,,,,1,,,1,2,5,2,1,1,1,,,1,1,,,,1,1,,1,2,1,1,24,,,,,1,1,1,,,14,4,,,5,30,1,1,1,1,4,1,,,1,,,,,4,,,,1,,1,,2,,,,,,,35,12,,,,1
